Set_database_ID	Set_Name	Set_Components	Set_Organism	Set_db_id
885	Glur4-cadherin-catenin complex	ENSG00000170558,ENSG00000168036,ENSG00000152578	Rat	885
886	MTA1 complex	ENSG00000116478,ENSG00000196591,ENSG00000071655,ENSG00000182979,ENSG00000162521,ENSG00000102054	Human	886
887	Glur2-Glur4-Plp-Itgav complex	ENSG00000120251,ENSG00000152578,ENSG00000123560	Rat	887
888	MTA2 complex	ENSG00000111642,ENSG00000116478,ENSG00000196591,ENSG00000071655,ENSG00000149480,ENSG00000162521,ENSG00000102054,ENSG00000169375,ENSG00000127511	Human	888
889	MTA1-HDAC core complex	ENSG00000116478,ENSG00000196591,ENSG00000182979,ENSG00000162521,ENSG00000102054	Human	889
890	PAR-3-PKCz-Tiam2 complex	ENSG00000148498,ENSG00000067606	Rat	890
891	PAR-3-PKC-zeta-Tiam1 complex	ENSG00000148498,ENSG00000067606	Rat	891
892	PAR-3-aPKC-Tiam2 complex	ENSG00000148498	Rat	892
893	PAR-3-aPKC-Tiam1 complex	ENSG00000148498	Rat	893
894	Tiam2-PAR-3-aPKC-PAR-6-Cdc42-GTP complex	ENSG00000148498,ENSG00000102981	Rat	894
897	CDK8-CyclinC-Mediator complex	ENSG00000112237,ENSG00000132964	Human	897
899	Par-3-KIF3A-PKC-zeta complex	ENSG00000131437,ENSG00000148498,ENSG00000067606	Rat	899
901	Par-3-KIF3A-aPKC complex	ENSG00000131437,ENSG00000148498	Rat	901
902	SNARE complex (Stx5, Gosr1, GS15)	ENSG00000108587,ENSG00000162236	Rat	902
903	RET-Rai complex	ENSG00000165731,ENSG00000148082	Human	903
904	SHC3-GAB1 complex	ENSG00000109458,ENSG00000148082	Human	904
906	ADAR1-CDK2 complex	ENSG00000160710,ENSG00000123374	Human	906
907	SNARE complex (Stx5, Gosr1, Bet1, Gef2)	ENSG00000105829,ENSG00000034713,ENSG00000108587,ENSG00000162236	Rat	907
909	ARC92-Mediator complex	ENSG00000132964,ENSG00000125686,ENSG00000184634,ENSG00000108510,ENSG00000180182,ENSG00000099917,ENSG00000175221,ENSG00000042429,ENSG00000112282,ENSG00000104973,ENSG00000105085,ENSG00000133997,ENSG00000155868	Human	909
910	CRSP-Mediator 2 complex	ENSG00000180182,ENSG00000099917,ENSG00000175221,ENSG00000042429,ENSG00000112282,ENSG00000008838,ENSG00000136146,ENSG00000133997,ENSG00000155868	Human	910
911	Par3-Apc-Kif3a complex	ENSG00000134982,ENSG00000131437,ENSG00000148498	Rat	911
912	Kal1-Fgfr1 complex	ENSG00000077782	Rat	912
915	SNARE complex (SNAP23, STX1A)	ENSG00000092531,ENSG00000106089	Human	915
917	CERF complex (CECR2-containing remodeling factor complex)	ENSG00000099954,ENSG00000102038	Human	917
918	PAR3-PAR6-PALS1 complex	ENSG00000072415,ENSG00000148498,ENSG00000102981	Human	918
921	Remodeling and spacing factor (RSF) complex	ENSG00000048649,ENSG00000153147	Human	921
923	SNF2L-RSF1 complex	ENSG00000048649,ENSG00000102038	Human	923
924	Toposome	ENSG00000165732,ENSG00000135829,ENSG00000092199,ENSG00000096063,ENSG00000149136,ENSG00000131747	Human	924
925	WCRF complex	ENSG00000198604,ENSG00000153147	Human	925
926	SCRIB-LGL2 complex	ENSG00000073350,ENSG00000180900	Human	926
927	CENP-A nucleosome associated complex	ENSG00000145241,ENSG00000153044,ENSG00000100162,ENSG00000166451,ENSG00000102901,ENSG00000151725	Human	927
928	SCRIB-VANGL2 complex	ENSG00000180900,ENSG00000162738	Human	928
929	CEN complex	ENSG00000168283,ENSG00000120008,ENSG00000122565,ENSG00000141570,ENSG00000115163,ENSG00000125817,ENSG00000145241,ENSG00000153044,ENSG00000102384,ENSG00000123219,ENSG00000120334,ENSG00000100162,ENSG00000138092,ENSG00000082438,ENSG00000139842,ENSG00000167986,ENSG00000140829,ENSG00000105202,ENSG00000044574,ENSG00000109971,ENSG00000164944,ENSG00000129951,ENSG00000151725,ENSG00000102900,ENSG00000161800,ENSG00000121481,ENSG00000048649,ENSG00000171241,ENSG00000153147,ENSG00000087087,ENSG00000149136,ENSG00000092201,ENSG00000146457,ENSG00000123200,ENSG00000186660	Human	929
930	Scrib-beta-PIX-GIT1 complex	ENSG00000102606,ENSG00000108262,ENSG00000180900	Human	930
932	Ppar(alpha)-Pric320 complex	ENSG00000186951	Rat	932
933	SCRIB-APC complex	ENSG00000134982,ENSG00000180900	Human	933
934	FACT-NEK9 complex	ENSG00000119638,ENSG00000149136,ENSG00000092201	Human	934
935	Scrib-APC-beta-catenin complex	ENSG00000134982,ENSG00000168036,ENSG00000180900	Mouse	935
936	FACT complex	ENSG00000149136,ENSG00000092201	Human	936
938	FACT complex, UV-activated	ENSG00000101266,ENSG00000070770,ENSG00000149136,ENSG00000092201	Human	938
940	AnnexinVI-Fyn-Pyk2-RasGAP complex	ENSG00000197043,ENSG00000010810,ENSG00000120899,ENSG00000145715	Rat	940
941	Arf1-Ap1g1-Ap1b1 complex	ENSG00000100280,ENSG00000166747,ENSG00000143761	Rat	941
942	Cd44-Ots8 complex	ENSG00000026508,ENSG00000162493	Rat	942
943	Class C Vps complex (VPS11, VPS18, STX7)	ENSG00000079950,ENSG00000160695,ENSG00000104142	Human	943
944	Class C Vps complex (VPS11, VPS18, VPS16)	ENSG00000160695,ENSG00000215305,ENSG00000104142	Human	944
947	CDC7-DBF7 complex	ENSG00000097046,ENSG00000006634	Human	947
948	Kif17-Lin10 complex	ENSG00000125149,ENSG00000117245	Mouse	948
950	SNARE complex (Stx1a, Snap25, Stxbp5)	ENSG00000132639,ENSG00000106089,ENSG00000164506	Rat	950
951	Fmrp-Lgl complex	ENSG00000102081,ENSG00000131899	Mouse	951
952	Kif13a-AP1 complex	ENSG00000100280,ENSG00000072958,ENSG00000137177,ENSG00000166747,ENSG00000213983	Mouse	952
954	p97-Ufd1-Npl4-IP3 receptor complex	ENSG00000150995,ENSG00000182446,ENSG00000165280	Rat	954
955	LLGL2-PAR-6B-PRKCI complex	ENSG00000073350,ENSG00000124171,ENSG00000163558	Human	955
957	p97-Ufd1-Npl4 complex	ENSG00000182446,ENSG00000165280	Rat	957
958	Ufd1-Npl4 complex	ENSG00000182446	Rat	958
959	LLGL1-PAR-6B-PRKCI complex	ENSG00000131899,ENSG00000124171,ENSG00000163558	Human	959
960	p97-p47 oligomer complex	ENSG00000088833,ENSG00000165280	Rat	960
961	Tamalin-mGluR1a-cytohesin complex	ENSG00000161835,ENSG00000152822,ENSG00000105443	Rat	961
963	Tamalin-mGluR5 complex	ENSG00000161835,ENSG00000171189	Rat	963
964	BRCA1-RAD50-MRE11-NBS1 complex	ENSG00000012048,ENSG00000020922,ENSG00000104320,ENSG00000113522	Human	964
965	mPar6c-Mlgl-aPKC complex	ENSG00000131899,ENSG00000102981,ENSG00000163558	Mouse	965
966	Rab27A-Melanophilin-MyosinVa complex	ENSG00000115648,ENSG00000197535,ENSG00000069974	Mouse	966
967	Pallidin-Mu complex	ENSG00000104164	Mouse	967
968	Crb1-Mupp1-Pals1-Mpp4 complex	ENSG00000134376,ENSG00000107186,ENSG00000082126,ENSG00000072415	Mouse	968
970	Rab11Fip2-Ap2a complex	ENSG00000107560,ENSG00000196961,ENSG00000183020	Mouse	970
973	Sec61alpha-CollagenIV-Hsp47 complex	ENSG00000187498,ENSG00000058262,ENSG00000149257	Mouse	973
974	EED-EZH2 complex	ENSG00000139154,ENSG00000074266,ENSG00000106462,ENSG00000162521,ENSG00000178691	Human	974
975	Ocrl-Cdc42 complex	ENSG00000122126	Mouse	975
977	SNARE complex (Stx2, Snap25, Vamp2)	ENSG00000132639,ENSG00000111450,ENSG00000220205	Rat	977
978	SNARE complex (Stx3, Snap25, Vamp2)	ENSG00000132639,ENSG00000166900,ENSG00000220205	Rat	978
979	SNARE complex (Stx4, Snap25, Vamp2)	ENSG00000132639,ENSG00000103496,ENSG00000220205	Rat	979
980	SNARE complex (Stx4, Snap25, Vamp2, Syt1)	ENSG00000132639,ENSG00000103496,ENSG00000067715,ENSG00000220205	Rat	980
981	SNARE complex (Stx3, Snap25, Vamp2, Syt1)	ENSG00000132639,ENSG00000166900,ENSG00000067715,ENSG00000220205	Rat	981
982	SNARE complex (Stx2, Snap25, Vamp2, Syt1)	ENSG00000132639,ENSG00000111450,ENSG00000067715,ENSG00000220205	Rat	982
983	SNARE complex (Stx1a, Snap25, Vamp2, Syt1)	ENSG00000132639,ENSG00000106089,ENSG00000067715,ENSG00000220205	Rat	983
986	SNARE complex (Stx2, Snap25, Vamp2, Cplx1)	ENSG00000132639,ENSG00000111450,ENSG00000220205	Rat	986
987	SNARE complex (Stx2, Snap25, Vamp2, Cplx2)	ENSG00000145920,ENSG00000132639,ENSG00000111450,ENSG00000220205	Rat	987
988	SNARE complex (Stx3, Snap25, Vamp2, Cplx2)	ENSG00000145920,ENSG00000132639,ENSG00000166900,ENSG00000220205	Rat	988
990	Agap11-AP3 complex	ENSG00000157985,ENSG00000132842,ENSG00000185009,ENSG00000070718,ENSG00000157823	Mouse	990
991	Tubulin polyglutamylase complex	ENSG00000134779,ENSG00000141933,ENSG00000137821,ENSG00000145029,ENSG00000100271	Mouse	991
992	Kif5a-Dtnb-Dtna complex	ENSG00000138101,ENSG00000155980	Rat	992
994	GAA1-GPI8-PIGT-PIG-PIGS complex	ENSG00000197858,ENSG00000142892,ENSG00000087111,ENSG00000124155,ENSG00000101464	Human	994
996	Polycomb repressive complex 2 (PRC2)	ENSG00000074266,ENSG00000106462,ENSG00000162521,ENSG00000102054,ENSG00000178691	Human	996
997	KIN17-PCNA-RPA70 complex	ENSG00000151657,ENSG00000132646,ENSG00000132383	Human	997
999	p23 protein complex	ENSG00000122566,ENSG00000063438,ENSG00000110958	Human	999
1000	TorsinA-TorsinB complex	ENSG00000136827,ENSG00000136816	Human	1000
1001	DNA synthesome complex	ENSG00000105486,ENSG00000132646,ENSG00000101868,ENSG00000014138,ENSG00000062822,ENSG00000106628,ENSG00000077514,ENSG00000175482,ENSG00000198056,ENSG00000146143,ENSG00000198900,ENSG00000131747,ENSG00000077097	Mouse	1001
1002	Cask-Dlg1 complex	ENSG00000147044,ENSG00000075711	Mouse	1002
1003	RC complex (Replication competent complex)	ENSG00000145386,ENSG00000123374,ENSG00000101868,ENSG00000014138,ENSG00000035928,ENSG00000049541,ENSG00000133119,ENSG00000163918,ENSG00000111445	Human	1003
1004	RC complex during S-phase of cell cycle	ENSG00000145386,ENSG00000123374,ENSG00000105486,ENSG00000143799,ENSG00000101868,ENSG00000062822,ENSG00000177084,ENSG00000035928,ENSG00000049541,ENSG00000132383,ENSG00000117748,ENSG00000106399,ENSG00000198900	Human	1004
1005	RC complex during G2/M-phase of cell cycle	ENSG00000145386,ENSG00000134057,ENSG00000170312,ENSG00000143799,ENSG00000101868,ENSG00000062822,ENSG00000177084,ENSG00000035928,ENSG00000049541,ENSG00000132383,ENSG00000117748,ENSG00000106399,ENSG00000198900	Human	1005
1006	Caveolin complex	ENSG00000075624,ENSG00000184009,ENSG00000105974,ENSG00000100243,ENSG00000132589,ENSG00000105971	Rat	1006
1010	CAK complex (Cdk-activating kinase complex)	ENSG00000134480,ENSG00000134058,ENSG00000020426	Human	1010
1011	SNARE complex (Stx1a,1b,7,13, Rtn1, Vamp2)	ENSG00000139970,ENSG00000117758,ENSG00000106089,ENSG00000099365,ENSG00000079950,ENSG00000220205	Rat	1011
1014	Pcdhga1-Pcdha4 complex	ENSG00000243232	Mouse	1014
1015	Pcdhga1-Pcdhgb2 complex	ENSG00000243232	Mouse	1015
1016	Pcdhga1-Pcdhga3 complex	ENSG00000243232,ENSG00000081853	Mouse	1016
1017	Pcdhga1-Pcdhgb4 complex	ENSG00000243232	Mouse	1017
1019	Pcdha7-Pcdhga3 complex	ENSG00000081853	Mouse	1019
1022	Fgr-Pyk2-p190RhoGap complex	ENSG00000000938,ENSG00000160007,ENSG00000120899	Mouse	1022
1024	Tiam1-IRSp53 complex	ENSG00000175866	Rat	1024
1026	Tiam1-spinophilin complex	ENSG00000108819	Rat	1026
1027	SNARE complex (Stx4, Vamp7, Snap23, Syt7)	ENSG00000103496,ENSG00000011347,ENSG00000124333	Rat	1027
1028	HNF4A-SUB1 complex	ENSG00000101076,ENSG00000113387	Human	1028
1029	TFIIH transcription factor complex	ENSG00000134480,ENSG00000134058,ENSG00000104884,ENSG00000163161,ENSG00000110768,ENSG00000145736,ENSG00000111358,ENSG00000185068,ENSG00000020426	Human	1029
1030	CAK-ERCC2 complex	ENSG00000134480,ENSG00000134058,ENSG00000104884,ENSG00000020426	Human	1030
1035	OAP-1-OSP/claudin-11-ITGB1 complex	ENSG00000013297,ENSG00000150093,ENSG00000140391	Mouse	1035
1037	TFIIH transcription factor core complex	ENSG00000163161,ENSG00000110768,ENSG00000145736,ENSG00000111358	Human	1037
1039	PCNA-PAF complex	ENSG00000166803,ENSG00000132646	Human	1039
1040	p33ING1b-PCNA complex	ENSG00000153487,ENSG00000166803	Human	1040
1042	SRA-SRC-1 ribonucleoprotein complex	ENSG00000084676,ENSG00000213523	Human	1042
1043	Car-Lnx2 complex	ENSG00000154639,ENSG00000139517	Mouse	1043
1044	Car-Jam3 complex	ENSG00000154639,ENSG00000166086	Mouse	1044
1045	Snurportin-CRM1-RanGTP complex	ENSG00000132341,ENSG00000169371,ENSG00000082898	Human	1045
1050	Vdr-Med4 complex	ENSG00000136146,ENSG00000111424	Mouse	1050
1051	Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)	ENSG00000055130,ENSG00000100387,ENSG00000113558,ENSG00000145604	Human	1051
1052	Ubiquitin E3 ligase (FBXW11, SKP1A, CUL1, RBX1)	ENSG00000055130,ENSG00000072803,ENSG00000100387,ENSG00000113558	Human	1052
1054	ESR1-RELA-BCL3-NCOA3 complex	ENSG00000069399,ENSG00000091831,ENSG00000124151,ENSG00000173039	Human	1054
1055	ZNF198-PML complex	ENSG00000140464,ENSG00000121741	Human	1055
1056	ZNF198-SUMO1 complex	ENSG00000116030,ENSG00000121741	Human	1056
1057	DIPA-MCRS1 complex	ENSG00000175602,ENSG00000187778	Human	1057
1058	SNX complex (SNX1, SNX6)	ENSG00000028528,ENSG00000129515	Human	1058
1060	Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)	ENSG00000028528,ENSG00000205302,ENSG00000151502,ENSG00000111237,ENSG00000069329	Human	1060
1062	BAR-BCL2-CASP8 complex	ENSG00000171791,ENSG00000103429,ENSG00000064012	Human	1062
1063	GRASP-GRP1 complex	ENSG00000161835,ENSG00000008256	Human	1063
1064	IFP35-NMI complex	ENSG00000068079,ENSG00000123609	Human	1064
1066	mPar6c-Mlgl-aPKCz complex	ENSG00000131899,ENSG00000102981,ENSG00000067606	Mouse	1066
1067	CD8A-LCK complex	ENSG00000153563,ENSG00000182866	Human	1067
1068	12S U11 snRNP	ENSG00000161981,ENSG00000168566,ENSG00000090470,ENSG00000128563,ENSG00000115875,ENSG00000167088,ENSG00000125743,ENSG00000100028,ENSG00000182004,ENSG00000143977,ENSG00000132773,ENSG00000184209,ENSG00000065978	Human	1068
1069	FIF-FGR2 complex	ENSG00000166181,ENSG00000138685	Human	1069
1070	SNX complex (SNX1a, SNX2, SNX4)	ENSG00000028528,ENSG00000205302,ENSG00000114520	Human	1070
1072	SNX complex (SNX2), oligomeric	ENSG00000205302	Human	1072
1074	Pkd2-Fpc-Kif3b complex	ENSG00000101350,ENSG00000118762,ENSG00000170927	Mouse	1074
1076	Pkhd1-Pkd2 complex	ENSG00000118762,ENSG00000170927	Mouse	1076
1080	P-TEFb.2 complex	ENSG00000082258,ENSG00000136807	Human	1080
1082	P-TEFb.1 complex	ENSG00000129315,ENSG00000136807	Human	1082
1083	P-TEFb.4 complex	ENSG00000090061,ENSG00000136807	Human	1083
1084	Tiam2-PAR-3-aPKC-PAR-6-Rac1-GTP complex	ENSG00000148498,ENSG00000102981,ENSG00000136238	Rat	1084
1085	DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1	ENSG00000005156,ENSG00000154328,ENSG00000160209,ENSG00000070501,ENSG00000073050	Human	1085
1086	DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1	ENSG00000005156,ENSG00000140398,ENSG00000160209,ENSG00000070501,ENSG00000073050	Human	1086
1087	BIRC5-AURKB-INCENP-EVI5 complex	ENSG00000178999,ENSG00000089685,ENSG00000067208	Human	1087
1088	PRNP-ApolopoproteinE3 complex	ENSG00000130203,ENSG00000171867	Human	1088
1089	VAM1-VELI1 complex	ENSG00000111052,ENSG00000105926	Human	1089
1090	APLG1-Rababtin5 complex	ENSG00000166747,ENSG00000029725,ENSG00000177548	Human	1090
1091	SNX complex (SNX1a, SNX2, SNX4, LEPR)	ENSG00000116678,ENSG00000028528,ENSG00000205302,ENSG00000114520	Human	1091
1092	PCNA-KU antigen complex	ENSG00000132646,ENSG00000079246,ENSG00000196419	Human	1092
1093	SNX complex (SNX1a, SNX2, SNX4, INSR)	ENSG00000171105,ENSG00000028528,ENSG00000205302,ENSG00000114520	Human	1093
1095	SNX complex (SNX1a, SNX2, SNX4, EGFR)	ENSG00000146648,ENSG00000028528,ENSG00000205302,ENSG00000114520	Human	1095
1096	SNX complex (SNX1,1a,2,4, PDGF receptor)	ENSG00000134853,ENSG00000028528,ENSG00000205302,ENSG00000114520	Human	1096
1097	eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)	ENSG00000107581,ENSG00000106263,ENSG00000184110,ENSG00000100353,ENSG00000104408,ENSG00000100129,ENSG00000175390,ENSG00000130811,ENSG00000147677,ENSG00000084623,ENSG00000104131,ENSG00000178982,ENSG00000149100	Human	1097
1100	DNA polymerase alpha-primase complex	ENSG00000101868,ENSG00000014138,ENSG00000198056,ENSG00000146143	Human	1100
1103	Wave1-Bcl-xl-Pancortin-2 complex, focal ischemic stroke induced	ENSG00000002330,ENSG00000130558,ENSG00000112290	Mouse	1103
1104	SNX complex (SNX1a, SNX2, SNX4, TFRC)	ENSG00000028528,ENSG00000205302,ENSG00000114520,ENSG00000072274	Human	1104
1105	TFIIIC containing complex	ENSG00000077235,ENSG00000115207,ENSG00000119041,ENSG00000125484,ENSG00000148308	Human	1105
1106	TFIIIC containing-TOP1-SUB1 complex	ENSG00000077235,ENSG00000115207,ENSG00000119041,ENSG00000125484,ENSG00000148308,ENSG00000113387,ENSG00000198900	Human	1106
1109	DNA polymerase alpha	ENSG00000101868,ENSG00000014138	Mouse	1109
1111	DNA synthesome complex (17 subunits)	ENSG00000132646,ENSG00000101868,ENSG00000014138,ENSG00000062822,ENSG00000106628,ENSG00000077514,ENSG00000175482,ENSG00000177084,ENSG00000100479,ENSG00000148229,ENSG00000115350,ENSG00000198056,ENSG00000146143,ENSG00000035928,ENSG00000132383,ENSG00000198900,ENSG00000131747,ENSG00000077097	Human	1111
1112	Psd3-Actn1 complex	ENSG00000072110,ENSG00000156011	Mouse	1112
1113	5S-DNA-TFIIIA-TFIIIC2 subcomplex	ENSG00000122034,ENSG00000077235,ENSG00000115207,ENSG00000119041,ENSG00000125484,ENSG00000148308	Human	1113
1114	5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex	ENSG00000145734,ENSG00000185024,ENSG00000122034,ENSG00000077235,ENSG00000115207,ENSG00000119041,ENSG00000125484,ENSG00000148308,ENSG00000112592	Human	1114
1115	Cdk5-Cdk5r1 complex	ENSG00000164885,ENSG00000176749	Mouse	1115
1116	CRM1-Survivin-AuroraB mitotic complex	ENSG00000178999,ENSG00000089685,ENSG00000082898	Human	1116
1117	CRM1-Survivin mitotic complex	ENSG00000089685,ENSG00000082898	Human	1117
1119	Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	ENSG00000178999,ENSG00000089685,ENSG00000134690	Human	1119
1121	WNK1-OSR1 complex	ENSG00000172939,ENSG00000060237	Human	1121
1122	Smcb-Smcd-PW29 complex	ENSG00000164754,ENSG00000072501,ENSG00000108055	Mouse	1122
1123	WNK1-SPAk complex	ENSG00000198648,ENSG00000060237	Human	1123
1130	Hip1R-cortactin complex	ENSG00000085733,ENSG00000130787	Human	1130
1131	RFC2-RIalpha complex	ENSG00000105568,ENSG00000049541	Human	1131
1132	RFC2-RIalpha complex	ENSG00000105568,ENSG00000163918	Human	1132
1133	ATR-HDAC2 complex	ENSG00000175054,ENSG00000196591	Human	1133
1134	ATR-HDAC2-CHD4 complex	ENSG00000175054,ENSG00000111642,ENSG00000196591	Human	1134
1135	Mss4-Itga3 complex	ENSG00000005884,ENSG00000183155	Mouse	1135
1136	Mss4-Itga7 complex	ENSG00000135424,ENSG00000183155	Mouse	1136
1137	SNARE complex (VAMP2, SNAP25, STX1a, CPLX1, CPLX3)	ENSG00000168993,ENSG00000213578,ENSG00000132639,ENSG00000106089,ENSG00000220205	Human	1137
1138	SNARE complex (VAMP2, SNAP25, STX1a, CPLX3, CPLX4)	ENSG00000213578,ENSG00000166569,ENSG00000132639,ENSG00000106089,ENSG00000220205	Human	1138
1139	SNARE complex (VAMP2, SNAP25, STX1a, STX3, CPLX1, CPLX3, CPLX4)	ENSG00000168993,ENSG00000213578,ENSG00000166569,ENSG00000132639,ENSG00000106089,ENSG00000166900,ENSG00000220205	Human	1139
1140	Complexin complex (STX3, CPLX1, CPLX3)	ENSG00000168993,ENSG00000213578,ENSG00000166900	Human	1140
1141	CF IIAm complex (Cleavage factor IIAm complex)	ENSG00000135387,ENSG00000172409,ENSG00000119203,ENSG00000111605,ENSG00000149532,ENSG00000163161,ENSG00000020922,ENSG00000167005,ENSG00000165494,ENSG00000011304,ENSG00000116560,ENSG00000104067,ENSG00000160201,ENSG00000063244	Human	1141
1143	SMN complex	ENSG00000064703,ENSG00000179409,ENSG00000082516,ENSG00000152147,ENSG00000142252,ENSG00000046647,ENSG00000092208,ENSG00000167088,ENSG00000125743,ENSG00000100028,ENSG00000182004,ENSG00000143977,ENSG00000023734	Human	1143
1144	Cleavage and polyadenylation factor (CPSF)	ENSG00000071894,ENSG00000165934,ENSG00000119203,ENSG00000160917,ENSG00000145216	Human	1144
1146	Cleavage stimulation factor	ENSG00000101138,ENSG00000101811,ENSG00000176102	Human	1146
1147	Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)	ENSG00000071894,ENSG00000165934,ENSG00000119203,ENSG00000101138,ENSG00000101811,ENSG00000176102,ENSG00000125755	Human	1147
1148	snRNP-free U1A (SF-A) complex	ENSG00000108654,ENSG00000147140,ENSG00000116560,ENSG00000077312	Human	1148
1149	Histone H3.1 complex	ENSG00000111875,ENSG00000105011,ENSG00000167670,ENSG00000159259,ENSG00000128708,ENSG00000196497,ENSG00000132780,ENSG00000162521	Human	1149
1150	Histone H3.3 complex	ENSG00000111875,ENSG00000105011,ENSG00000128708,ENSG00000100084,ENSG00000196497,ENSG00000132780,ENSG00000162521	Human	1150
1151	Sycp1-Syce1-Syce2 complex	ENSG00000171772,ENSG00000161860,ENSG00000198765	Mouse	1151
1153	Integrator complex	ENSG00000127054,ENSG00000164880,ENSG00000104613,ENSG00000138785,ENSG00000108506,ENSG00000143624,ENSG00000149262,ENSG00000185085,ENSG00000102786,ENSG00000143493,ENSG00000164941,ENSG00000104299	Human	1153
1154	DSS1 complex	ENSG00000139618,ENSG00000127054,ENSG00000104613,ENSG00000108506,ENSG00000149262,ENSG00000185085,ENSG00000102786,ENSG00000143493,ENSG00000164941,ENSG00000104299,ENSG00000167615,ENSG00000127922	Human	1154
1155	Integrator-RNAPII complex	ENSG00000127054,ENSG00000164880,ENSG00000104613,ENSG00000138785,ENSG00000108506,ENSG00000143624,ENSG00000149262,ENSG00000185085,ENSG00000102786,ENSG00000143493,ENSG00000164941,ENSG00000104299,ENSG00000181222,ENSG00000047315	Human	1155
1157	PS1-E-cadherin-catenin complex, brain	ENSG00000039068,ENSG00000170558,ENSG00000168036,ENSG00000080815	Mouse	1157
1159	p33ING1b-HDAC1 complex	ENSG00000116478,ENSG00000153487	Human	1159
1160	ING1-p300-PCNA complex	ENSG00000100393,ENSG00000153487,ENSG00000132646	Human	1160
1161	Smrt-Sin3A-Hdac7 complex	ENSG00000061273,ENSG00000196498,ENSG00000169375	Mouse	1161
1162	Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)	ENSG00000139842,ENSG00000158290,ENSG00000167986,ENSG00000134574,ENSG00000100387	Human	1162
1164	ActRIIA-ActRIB-Smad3-Arip1 complex	ENSG00000135503,ENSG00000121989,ENSG00000187391,ENSG00000166949	Mouse	1164
1165	RNF20-RNF40-UbE2E1 complex	ENSG00000155827,ENSG00000103549,ENSG00000170142	Human	1165
